ZIP,LAT,LNG,City,State
32164,29.487253, -81.212799,PALM COAST,FL
32168,28.963869, -81.029421,NEW SMYRNA BEACH,FL
32169,28.965461, -80.866471,NEW SMYRNA BEACH,FL
32174,29.284784, -81.161348,ORMOND BEACH,FL
32176,29.331582, -81.062507,ORMOND BEACH,FL
32177,29.690907, -81.708149,PALATKA,FL
32179,29.088109, -81.895088,OCKLAWAHA,FL
32180,29.236302, -81.396684,PIERSON,FL
32181,29.507981, -81.601987,POMONA PARK,FL
32187,29.578946, -81.550038,SAN MATEO,FL
32189,29.549840, -81.647696,SATSUMA,FL
32190,29.343340, -81.489008,SEVILLE,FL
32193,29.504965, -81.645067,WELAKA,FL
32195,28.988080, -81.886336,WEIRSDALE,FL
32202,30.324620, -81.647232,JACKSONVILLE,FL
32204,30.317018, -81.680832,JACKSONVILLE,FL
32205,30.298822, -81.721037,JACKSONVILLE,FL
32206,30.350191, -81.638776,JACKSONVILLE,FL
32207,30.289637, -81.640966,JACKSONVILLE,FL
32208,30.393090, -81.682946,JACKSONVILLE,FL
32209,30.361015, -81.696254,JACKSONVILLE,FL
32210,30.266582, -81.745526,JACKSONVILLE,FL
32211,30.331520, -81.582697,JACKSONVILLE,FL
32212,30.216924, -81.666829,JACKSONVILLE,FL
32216,30.277467, -81.582904,JACKSONVILLE,FL
32217,30.229180, -81.621158,JACKSONVILLE,FL
32218,30.487775, -81.667141,JACKSONVILLE,FL
32219,30.426654, -81.815005,JACKSONVILLE,FL
32220,30.368009, -81.870968,JACKSONVILLE,FL
32221,30.259851, -81.853199,JACKSONVILLE,FL
32222,30.216546, -81.828286,JACKSONVILLE,FL
32223,30.156573, -81.649405,JACKSONVILLE,FL
32224,30.270438, -81.467894,JACKSONVILLE,FL
32225,30.357756, -81.505829,JACKSONVILLE,FL
32226,30.481248, -81.506157,JACKSONVILLE,FL
32227,30.389189, -81.404408,JACKSONVILLE,FL
32228,30.391860, -81.400074,JACKSONVILLE,FL
32233,30.358873, -81.419388,ATLANTIC BEACH,FL
32234,30.226074, -81.975857,JACKSONVILLE,FL
32244,30.217667, -81.752685,JACKSONVILLE,FL
32246,30.293760, -81.517139,JACKSONVILLE,FL
32250,30.280592, -81.412098,JACKSONVILLE BEACH,FL
32254,30.340961, -81.734788,JACKSONVILLE,FL
32256,30.175327, -81.471951,JACKSONVILLE,FL
32257,30.189355, -81.612466,JACKSONVILLE,FL
32258,30.140712, -81.551712,JACKSONVILLE,FL
32259,30.075717, -81.586127,SAINT JOHNS,FL
32266,30.317386, -81.409066,NEPTUNE BEACH,FL
32277,30.377450, -81.593947,JACKSONVILLE,FL
32301,30.422234, -84.258573,TALLAHASSEE,FL
32303,30.515518, -84.341641,TALLAHASSEE,FL
32304,30.451971, -84.352772,TALLAHASSEE,FL
32305,30.349834, -84.279348,TALLAHASSEE,FL
32308,30.477479, -84.226996,TALLAHASSEE,FL
32309,30.566830, -84.097649,TALLAHASSEE,FL
32310,30.385436, -84.512181,TALLAHASSEE,FL
32311,30.390050, -84.181035,TALLAHASSEE,FL
32312,30.605283, -84.229562,TALLAHASSEE,FL
32317,30.470481, -84.116694,TALLAHASSEE,FL
32320,29.731734, -85.111872,APALACHICOLA,FL
32321,30.265440, -84.979665,BRISTOL,FL
32322,29.818255, -84.782905,CARRABELLE,FL
32323,29.891511, -84.613733,LANARK VILLAGE,FL
32324,30.654712, -84.783254,CHATTAHOOCHEE,FL
32327,30.182261, -84.305327,CRAWFORDVILLE,FL
32328,29.751831, -84.909118,EASTPOINT,FL
32330,30.579930, -84.750532,GREENSBORO,FL
32331,30.444887, -83.637600,GREENVILLE,FL
32332,30.620735, -84.678052,GRETNA,FL
32333,30.607743, -84.417592,HAVANA,FL
32334,30.266237, -84.742472,HOSFORD,FL
32336,30.260764, -83.847969,LAMONT,FL
32340,30.468748, -83.439238,MADISON,FL
32343,30.478331, -84.504689,MIDWAY,FL
32344,30.170466, -84.066339,MONTICELLO,FL
32346,29.990837, -84.384593,PANACEA,FL
32347,30.174196, -83.611528,PERRY,FL
32348,29.977404, -83.596157,PERRY,FL
32350,30.574972, -83.325794,PINETTA,FL
32351,30.520125, -84.675081,QUINCY,FL
32352,30.662261, -84.591627,QUINCY,FL
32355,30.172195, -84.208552,SAINT MARKS,FL
32356,29.859235, -83.415003,SALEM,FL
32358,30.105666, -84.558003,SOPCHOPPY,FL
32359,29.680070, -83.386649,STEINHATCHEE,FL
32361,30.357712, -83.988583,WACISSA,FL
32399,30.437040, -84.282546,TALLAHASSEE,FL
32401,30.159737, -85.660922,PANAMA CITY,FL
32403,30.048562, -85.553231,PANAMA CITY,FL
32404,30.204646, -85.501746,PANAMA CITY,FL
32405,30.202099, -85.667407,PANAMA CITY,FL
32407,30.198324, -85.790694,PANAMA CITY BEACH,FL
32408,30.142185, -85.732678,PANAMA CITY,FL
32409,30.356762, -85.653690,PANAMA CITY,FL
32410,29.995187, -85.414223,MEXICO BEACH,FL
32413,30.310300, -85.905314,PANAMA CITY BEACH,FL
32420,30.632365, -85.384570,ALFORD,FL
32421,30.525357, -85.172774,ALTHA,FL
32423,30.943777, -85.048909,BASCOM,FL
32424,30.362385, -85.083060,BLOUNTSTOWN,FL
32425,30.853184, -85.720492,BONIFAY,FL
32426,30.946886, -85.370413,CAMPBELLTON,FL
32427,30.710487, -85.792309,CARYVILLE,FL
32428,30.615750, -85.572945,CHIPLEY,FL
32430,30.418361, -85.234083,CLARKSVILLE,FL
32431,30.787482, -85.410816,COTTONDALE,FL
32432,30.714871, -85.077571,CYPRESS,FL
32433,30.851178, -86.200838,DEFUNIAK SPRINGS,FL
32435,30.648635, -86.130197,DEFUNIAK SPRINGS,FL
32437,30.436248, -85.909221,EBRO,FL
32438,30.501235, -85.424174,FOUNTAIN,FL
32439,30.485294, -86.121336,FREEPORT,FL
32440,30.922426, -85.526190,GRACEVILLE,FL
32442,30.678448, -85.016400,GRAND RIDGE,FL
32443,30.872521, -85.109420,GREENWOOD,FL
32444,30.239945, -85.651600,LYNN HAVEN,FL
32445,30.970520, -85.197338,MALONE,FL
32446,30.848170, -85.231368,MARIANNA,FL
32447,30.759950, -85.251574,MARIANNA,FL
32448,30.671012, -85.223312,MARIANNA,FL
32449,30.286718, -85.239598,WEWAHITCHKA,FL
32455,30.638626, -85.962701,PONCE DE LEON,FL
32456,29.839053, -85.297519,PORT SAINT JOE,FL
32459,30.360577, -86.185591,SANTA ROSA BEACH,FL
32460,30.764089, -84.954234,SNEADS,FL
32461,30.289698, -86.027598,ROSEMARY BEACH,FL
32462,30.554200, -85.833399,VERNON,FL
32463,30.631413, -85.590275,WAUSAU,FL
32464,30.902879, -85.952559,WESTVILLE,FL
32465,30.007868, -85.181889,WEWAHITCHKA,FL
32466,30.394388, -85.512372,YOUNGSTOWN,FL
32501,30.428781, -87.222515,PENSACOLA,FL
32502,30.409367, -87.223506,PENSACOLA,FL
32503,30.459667, -87.213643,PENSACOLA,FL
32504,30.472486, -87.186673,PENSACOLA,FL
32505,30.454624, -87.260650,PENSACOLA,FL
32506,30.391628, -87.369394,PENSACOLA,FL
32507,30.338311, -87.378500,PENSACOLA,FL
32508,30.350614, -87.316902,PENSACOLA,FL
32509,30.468537, -87.342689,PENSACOLA,FL
32511,30.406055, -87.291696,PENSACOLA,FL
32514,30.531359, -87.221710,PENSACOLA,FL
32526,30.499226, -87.365573,PENSACOLA,FL
32530,30.598239, -87.030361,BAGDAD,FL
32531,30.884038, -86.683468,BAKER,FL
32533,30.610506, -87.326783,CANTONMENT,FL
32534,30.528939, -87.281718,PENSACOLA,FL
32535,30.963698, -87.346175,CENTURY,FL
32536,30.763783, -86.591616,CRESTVIEW,FL
32539,30.778999, -86.477169,CRESTVIEW,FL
32541,30.395159, -86.478784,DESTIN,FL
32542,30.464551, -86.525167,EGLIN AFB,FL
32544,30.427283, -86.697154,HURLBURT FIELD,FL
32547,30.474544, -86.667742,FORT WALTON BEACH,FL
32548,30.395398, -86.721197,FORT WALTON BEACH,FL
32550,30.380705, -86.348138,MIRAMAR BEACH,FL
32561,30.347061, -87.113185,GULF BREEZE,FL
32563,30.396949, -87.028472,GULF BREEZE,FL
32564,30.728808, -86.781915,HOLT,FL
32565,30.892603, -87.131683,JAY,FL
32566,30.435605, -86.879415,NAVARRE,FL
32567,30.923726, -86.449136,LAUREL HILL,FL
32568,30.873178, -87.449977,MC DAVID,FL
32569,30.410972, -86.730471,MARY ESTHER,FL
32570,30.804966, -86.967487,MILTON,FL
32571,30.673477, -87.196174,MILTON,FL
32577,30.727473, -87.365012,MOLINO,FL
32578,30.506683, -86.447523,NICEVILLE,FL
32579,30.450892, -86.573486,SHALIMAR,FL
32580,30.489911, -86.514691,VALPARAISO,FL
32583,30.592511, -86.971003,MILTON,FL
32601,29.648970, -82.324941,GAINESVILLE,FL
32603,29.656712, -82.347500,GAINESVILLE,FL
32605,29.679180, -82.372822,GAINESVILLE,FL
32606,29.682064, -82.444115,GAINESVILLE,FL
32607,29.647380, -82.419144,GAINESVILLE,FL
32608,29.599437, -82.410181,GAINESVILLE,FL
32609,29.772187, -82.283422,GAINESVILLE,FL
32612,29.643120, -82.353845,GAINESVILLE,FL
32615,29.819170, -82.486164,ALACHUA,FL
32616,29.788495, -82.495256,ALACHUA,FL
32617,29.308388, -82.074366,ANTHONY,FL
32618,29.545752, -82.516910,ARCHER,FL
32619,29.761895, -82.859841,BELL,FL
32621,29.424698, -82.610144,BRONSON,FL
32622,29.908054, -82.318845,BROOKER,FL
32625,29.214738, -82.995429,CEDAR KEY,FL
32626,29.423864, -82.899324,CHIEFLAND,FL
32628,29.625434, -83.207000,CROSS CITY,FL
32631,29.704429, -82.092511,EARLETON,FL
32639,29.227004, -82.712558,GULF HAMMOCK,FL
32640,29.578802, -82.086340,HAWTHORNE,FL
32641,29.642524, -82.231714,GAINESVILLE,FL
32643,29.826711, -82.634211,HIGH SPRINGS,FL
32648,29.503781, -83.270475,HORSESHOE BEACH,FL
32653,29.745013, -82.393796,GAINESVILLE,FL
32656,29.813684, -81.959454,KEYSTONE HEIGHTS,FL
32658,29.849886, -82.391158,LA CROSSE,FL
32664,29.446543, -82.216746,MC INTOSH,FL
32666,29.723637, -81.997495,MELROSE,FL
32667,29.513704, -82.304844,MICANOPY,FL
32668,29.257242, -82.474721,MORRISTON,FL
32669,29.632156, -82.589919,NEWBERRY,FL
32680,29.542562, -83.132310,OLD TOWN,FL
32681,29.423388, -82.205579,ORANGE LAKE,FL
32683,29.295239, -82.786235,OTTER CREEK,FL
32686,29.355545, -82.275017,REDDICK,FL
32692,29.333326, -83.122541,SUWANNEE,FL
32693,29.626485, -82.785375,TRENTON,FL
32694,29.807867, -82.144401,WALDO,FL
32696,29.397428, -82.461756,WILLISTON,FL
32697,29.929558, -82.429252,WORTHINGTON SPRINGS,FL
32701,28.665624, -81.370356,ALTAMONTE SPRINGS,FL
32702,29.044189, -81.627473,ALTOONA,FL
32703,28.671037, -81.552512,APOPKA,FL
32707,28.664104, -81.314908,CASSELBERRY,FL
32708,28.687105, -81.273445,WINTER SPRINGS,FL
32709,28.502498, -80.958823,CHRISTMAS,FL
32712,28.748316, -81.479775,APOPKA,FL
32713,28.883730, -81.325287,DEBARY,FL
32714,28.662487, -81.411607,ALTAMONTE SPRINGS,FL
32720,29.003372, -81.368583,DELAND,FL
32724,29.057205, -81.225576,DELAND,FL
32725,28.886189, -81.251417,DELTONA,FL
32726,28.855051, -81.678843,EUSTIS,FL
32730,28.654337, -81.343717,CASSELBERRY,FL
32732,28.751037, -81.102119,GENEVA,FL
32735,28.890420, -81.739041,GRAND ISLAND,FL
32736,28.916675, -81.489093,EUSTIS,FL
32738,28.905193, -81.184537,DELTONA,FL
32744,28.985234, -81.219583,LAKE HELEN,FL
32746,28.771373, -81.353086,LAKE MARY,FL
32750,28.708650, -81.350482,LONGWOOD,FL
32751,28.630400, -81.365046,MAITLAND,FL
32754,28.687109, -80.919193,MIMS,FL
32757,28.773053, -81.638118,MOUNT DORA,FL
32759,28.825537, -80.902691,OAK HILL,FL
32763,28.941297, -81.296816,ORANGE CITY,FL
32764,28.852537, -81.101799,OSTEEN,FL
32765,28.665112, -81.196290,OVIEDO,FL
32766,28.647702, -81.044726,OVIEDO,FL
32767,29.026591, -81.534474,PAISLEY,FL
32771,28.813534, -81.324942,SANFORD,FL
32773,28.754890, -81.246899,SANFORD,FL
32776,28.820155, -81.508894,SORRENTO,FL
32778,28.773458, -81.730192,TAVARES,FL
32779,28.727263, -81.414779,LONGWOOD,FL
32780,28.533049, -80.791947,TITUSVILLE,FL
32784,28.974309, -81.716749,UMATILLA,FL
32789,28.599188, -81.352273,WINTER PARK,FL
32792,28.610096, -81.298342,WINTER PARK,FL
32796,28.625289, -80.845855,TITUSVILLE,FL
32798,28.723731, -81.587720,ZELLWOOD,FL
32801,28.541769, -81.374357,ORLANDO,FL
32803,28.555829, -81.346291,ORLANDO,FL
32804,28.578290, -81.396428,ORLANDO,FL
32805,28.529380, -81.403667,ORLANDO,FL
32806,28.511875, -81.360462,ORLANDO,FL
32807,28.554310, -81.299455,ORLANDO,FL
32808,28.580110, -81.444300,ORLANDO,FL
32809,28.462146, -81.385959,ORLANDO,FL
32810,28.624092, -81.430854,ORLANDO,FL
32811,28.521039, -81.447731,ORLANDO,FL
32812,28.484092, -81.322557,ORLANDO,FL
32814,28.572581, -81.322358,ORLANDO,FL
32817,28.591020, -81.244637,ORLANDO,FL
32818,28.590060, -81.493848,ORLANDO,FL
32819,28.453705, -81.472373,ORLANDO,FL
32820,28.576844, -81.139725,ORLANDO,FL
32821,28.385888, -81.476210,ORLANDO,FL
32822,28.489898, -81.290154,ORLANDO,FL
32824,28.383222, -81.331839,ORLANDO,FL
32825,28.518029, -81.229003,ORLANDO,FL
32826,28.579663, -81.188640,ORLANDO,FL
32827,28.416169, -81.299372,ORLANDO,FL
32828,28.530092, -81.173498,ORLANDO,FL
32829,28.484329, -81.245943,ORLANDO,FL
32830,28.383036, -81.573708,ORLANDO,FL
32831,28.474506, -81.131105,ORLANDO,FL
32832,28.403180, -81.191537,ORLANDO,FL
32833,28.494294, -81.083265,ORLANDO,FL
32835,28.518730, -81.486227,ORLANDO,FL
32836,28.408753, -81.520519,ORLANDO,FL
32837,28.383220, -81.429776,ORLANDO,FL
32839,28.488069, -81.407208,ORLANDO,FL
32901,28.079399, -80.623617,MELBOURNE,FL
32903,28.104536, -80.593357,INDIALANTIC,FL
32904,28.066473, -80.678868,MELBOURNE,FL
32905,28.031366, -80.600414,PALM BAY,FL
32907,28.020947, -80.679785,PALM BAY,FL
32908,27.956329, -80.698928,PALM BAY,FL
32909,27.919258, -80.644232,PALM BAY,FL
32920,28.396166, -80.614981,CAPE CANAVERAL,FL
32922,28.372999, -80.742906,COCOA,FL
32925,28.246109, -80.629046,PATRICK AFB,FL
32926,28.388812, -80.818153,COCOA,FL
32927,28.457716, -80.812289,COCOA,FL
32931,28.323196, -80.623102,COCOA BEACH,FL
32934,28.134518, -80.713912,MELBOURNE,FL
32935,28.145509, -80.649958,MELBOURNE,FL
32937,28.178766, -80.601770,SATELLITE BEACH,FL
32940,28.199058, -80.782112,MELBOURNE,FL
32948,27.888805, -80.733582,FELLSMERE,FL
32949,27.909779, -80.560567,GRANT,FL
32950,27.980527, -80.569574,MALABAR,FL
32951,27.944655, -80.502999,MELBOURNE BEACH,FL
32952,28.310930, -80.660577,MERRITT ISLAND,FL
32953,28.441679, -80.702628,MERRITT ISLAND,FL
32955,28.296697, -80.725043,ROCKLEDGE,FL
32958,27.794384, -80.491460,SEBASTIAN,FL
32960,27.641533, -80.402619,VERO BEACH,FL
32962,27.591046, -80.383421,VERO BEACH,FL
32963,27.718239, -80.393276,VERO BEACH,FL
32966,27.683533, -80.707719,VERO BEACH,FL
32967,27.715491, -80.454288,VERO BEACH,FL
32968,27.584207, -80.472479,VERO BEACH,FL
32970,27.754026, -80.450497,WABASSO,FL
32976,27.846262, -80.554114,SEBASTIAN,FL
33001,24.817128, -80.805996,LONG KEY,FL
33004,26.057838, -80.137801,DANIA,FL
33009,25.985129, -80.147261,HALLANDALE,FL
33010,25.833202, -80.278720,HIALEAH,FL
33012,25.866106, -80.301115,HIALEAH,FL
33013,25.862190, -80.269677,HIALEAH,FL
33014,25.903098, -80.302673,HIALEAH,FL
33015,25.941369, -80.317666,HIALEAH,FL
33016,25.895005, -80.332455,HIALEAH,FL
33018,25.917733, -80.384455,HIALEAH,FL
33019,26.027614, -80.120197,HOLLYWOOD,FL
33020,26.019191, -80.152944,HOLLYWOOD,FL
33021,26.023130, -80.186539,HOLLYWOOD,FL
33023,25.989200, -80.217067,HOLLYWOOD,FL
33024,26.027233, -80.244862,HOLLYWOOD,FL
33025,25.988183, -80.281394,HOLLYWOOD,FL
33026,26.026198, -80.295994,HOLLYWOOD,FL
33027,25.988110, -80.340442,HOLLYWOOD,FL
33028,26.021022, -80.340391,PEMBROKE PINES,FL
33029,25.974581, -80.420088,HOLLYWOOD,FL
33030,25.485147, -80.510882,HOMESTEAD,FL
33031,25.524991, -80.500876,HOMESTEAD,FL
33032,25.531145, -80.391233,HOMESTEAD,FL
33033,25.481305, -80.414613,HOMESTEAD,FL
33034,25.263157, -80.668523,HOMESTEAD,FL
33035,25.409283, -80.384144,HOMESTEAD,FL
33036,24.893838, -80.710990,ISLAMORADA,FL
33037,25.228327, -80.395446,KEY LARGO,FL
33039,25.501679, -80.398423,HOMESTEAD,FL
33040,24.560908, -81.889478,KEY WEST,FL
33042,24.678750, -81.499676,SUMMERLAND KEY,FL
33043,24.725861, -81.329949,BIG PINE KEY,FL
33050,24.747487, -81.010326,MARATHON,FL
33051,24.723406, -81.021647,KEY COLONY BEACH,FL
33054,25.908596, -80.265036,OPA LOCKA,FL
33055,25.948468, -80.278855,OPA LOCKA,FL
33056,25.948892, -80.243585,MIAMI GARDENS,FL
33060,26.234775, -80.120590,POMPANO BEACH,FL
33062,26.241077, -80.091233,POMPANO BEACH,FL
33063,26.251909, -80.208929,POMPANO BEACH,FL
33064,26.278502, -80.115300,POMPANO BEACH,FL
33065,26.274498, -80.260400,POMPANO BEACH,FL
33066,26.252926, -80.170374,POMPANO BEACH,FL
33067,26.305853, -80.226402,POMPANO BEACH,FL
33068,26.215954, -80.217951,POMPANO BEACH,FL
33069,26.235830, -80.157100,POMPANO BEACH,FL
33070,25.017205, -80.518498,TAVERNIER,FL
33071,26.244547, -80.265213,POMPANO BEACH,FL
33073,26.298166, -80.182101,POMPANO BEACH,FL
33076,26.316828, -80.276873,POMPANO BEACH,FL
33101,25.779298, -80.198739,MIAMI,FL
33109,25.757687, -80.141440,MIAMI BEACH,FL
33122,25.794892, -80.288492,MIAMI,FL
33125,25.783834, -80.236333,MIAMI,FL
33126,25.779400, -80.299475,MIAMI,FL
33127,25.813086, -80.205042,MIAMI,FL
33128,25.776162, -80.203724,MIAMI,FL
33129,25.750226, -80.190122,MIAMI,FL
33130,25.768524, -80.203359,MIAMI,FL
33131,25.766206, -80.182896,MIAMI,FL
33132,25.777404, -80.172412,MIAMI,FL
33133,25.728632, -80.240995,MIAMI,FL
33134,25.753332, -80.270379,MIAMI,FL
33135,25.766544, -80.235095,MIAMI,FL
33136,25.787247, -80.205296,MIAMI,FL
33137,25.816281, -80.171528,MIAMI,FL
33138,25.853764, -80.178006,MIAMI,FL
33139,25.779391, -80.151566,MIAMI BEACH,FL
33140,25.819714, -80.133711,MIAMI BEACH,FL
33141,25.851854, -80.138726,MIAMI BEACH,FL
33142,25.812081, -80.238901,MIAMI,FL
33143,25.703032, -80.297375,MIAMI,FL
33144,25.763458, -80.312667,MIAMI,FL
33145,25.753133, -80.234424,MIAMI,FL
33146,25.720850, -80.272571,MIAMI,FL
33147,25.851225, -80.238166,MIAMI,FL
33149,25.719494, -80.168542,KEY BISCAYNE,FL
33150,25.852190, -80.207174,MIAMI,FL
33154,25.883337, -80.131831,MIAMI BEACH,FL
33155,25.736887, -80.310768,MIAMI,FL
33156,25.668203, -80.297010,MIAMI,FL
33157,25.606126, -80.343496,MIAMI,FL
33158,25.637866, -80.308631,MIAMI,FL
33160,25.934715, -80.134296,NORTH MIAMI BEACH,FL
33161,25.893664, -80.181539,MIAMI,FL
33162,25.927997, -80.177175,MIAMI,FL
33165,25.734345, -80.358271,MIAMI,FL
33166,25.827855, -80.316183,MIAMI,FL
33167,25.884768, -80.239185,MIAMI,FL
33168,25.892856, -80.209124,MIAMI,FL
33169,25.943117, -80.214686,MIAMI,FL
33170,25.557960, -80.457897,MIAMI,FL
33172,25.786909, -80.361253,MIAMI,FL
33173,25.702320, -80.357503,MIAMI,FL
33174,25.761518, -80.364693,MIAMI,FL
33175,25.736612, -80.406830,MIAMI,FL
33176,25.659877, -80.358354,MIAMI,FL
33177,25.596129, -80.404194,MIAMI,FL
33178,25.835497, -80.422481,MIAMI,FL
33179,25.957620, -80.179998,MIAMI,FL
33180,25.960389, -80.143113,MIAMI,FL
33181,25.897990, -80.152263,MIAMI,FL
33182,25.780312, -80.454455,MIAMI,FL
33183,25.702563, -80.404682,MIAMI,FL
33184,25.759711, -80.406473,MIAMI,FL
33185,25.726359, -80.450733,MIAMI,FL
33186,25.654420, -80.412154,MIAMI,FL
33187,25.597208, -80.501351,MIAMI,FL
33189,25.572208, -80.335444,MIAMI,FL
33190,25.560012, -80.349838,MIAMI,FL
33193,25.705455, -80.470835,MIAMI,FL
33194,25.714050, -80.583772,MIAMI,FL
33196,25.652369, -80.490551,MIAMI,FL
33301,26.121323, -80.127909,FORT LAUDERDALE,FL
33304,26.140411, -80.121184,FORT LAUDERDALE,FL
33305,26.153361, -80.119440,FORT LAUDERDALE,FL
33306,26.165442, -80.113853,FORT LAUDERDALE,FL
33308,26.188511, -80.104988,FORT LAUDERDALE,FL
33309,26.185990, -80.172721,FORT LAUDERDALE,FL
33311,26.144208, -80.172785,FORT LAUDERDALE,FL
33312,26.088170, -80.181783,FORT LAUDERDALE,FL
33313,26.151520, -80.227397,FORT LAUDERDALE,FL
33314,26.067582, -80.222641,FORT LAUDERDALE,FL
33315,26.087022, -80.152994,FORT LAUDERDALE,FL
33316,26.098696, -80.121840,FORT LAUDERDALE,FL
33317,26.112600, -80.227875,FORT LAUDERDALE,FL
33319,26.181382, -80.225802,FORT LAUDERDALE,FL
33321,26.213558, -80.270272,FORT LAUDERDALE,FL
33322,26.151119, -80.269938,FORT LAUDERDALE,FL
33323,26.151759, -80.320939,FORT LAUDERDALE,FL
33324,26.112485, -80.274940,FORT LAUDERDALE,FL
33325,26.112438, -80.318026,FORT LAUDERDALE,FL
33326,26.116363, -80.368132,FORT LAUDERDALE,FL
33327,26.111220, -80.419892,FORT LAUDERDALE,FL
33328,26.070471, -80.272864,FORT LAUDERDALE,FL
33330,26.060927, -80.319057,FORT LAUDERDALE,FL
33331,26.053262, -80.366885,FORT LAUDERDALE,FL
33332,26.006605, -80.460176,FORT LAUDERDALE,FL
33334,26.182553, -80.133727,FORT LAUDERDALE,FL
33351,26.179581, -80.275040,FORT LAUDERDALE,FL
33401,26.715936, -80.070404,WEST PALM BEACH,FL
33403,26.803774, -80.076385,WEST PALM BEACH,FL
33404,26.781022, -80.063738,WEST PALM BEACH,FL
33405,26.667274, -80.058092,WEST PALM BEACH,FL
33406,26.664083, -80.092373,WEST PALM BEACH,FL
33407,26.756659, -80.090401,WEST PALM BEACH,FL
33408,26.840895, -80.052098,NORTH PALM BEACH,FL
33409,26.714559, -80.095821,WEST PALM BEACH,FL
33410,26.845662, -80.087350,PALM BEACH GARDENS,FL
33411,26.719895, -80.193063,WEST PALM BEACH,FL
33412,26.791532, -80.206540,WEST PALM BEACH,FL
33413,26.663715, -80.151341,WEST PALM BEACH,FL
33414,26.648920, -80.246459,WELLINGTON,FL
33415,26.660205, -80.126573,WEST PALM BEACH,FL
33417,26.720445, -80.124016,WEST PALM BEACH,FL
33418,26.872713, -80.165712,PALM BEACH GARDENS,FL
33426,26.533736, -80.083152,BOYNTON BEACH,FL
33428,26.352906, -80.207938,BOCA RATON,FL
33430,26.641965, -80.554002,BELLE GLADE,FL
33431,26.374590, -80.106610,BOCA RATON,FL
33432,26.343902, -80.082736,BOCA RATON,FL
33433,26.347162, -80.159237,BOCA RATON,FL
33434,26.383168, -80.167688,BOCA RATON,FL
33435,26.525162, -80.061507,BOYNTON BEACH,FL
33436,26.522954, -80.107263,BOYNTON BEACH,FL
33437,26.512045, -80.148962,BOYNTON BEACH,FL
33438,26.931865, -80.600626,CANAL POINT,FL
33440,26.564765, -81.037840,CLEWISTON,FL
33441,26.311098, -80.097874,DEERFIELD BEACH,FL
33442,26.309175, -80.149813,DEERFIELD BEACH,FL
33444,26.458903, -80.079637,DELRAY BEACH,FL
33445,26.455156, -80.106324,DELRAY BEACH,FL
33446,26.450440, -80.186183,DELRAY BEACH,FL
33449,26.589977, -80.232733,LAKE WORTH,FL
33455,27.053143, -80.161232,HOBE SOUND,FL
33458,26.936558, -80.131851,JUPITER,FL
33460,26.619664, -80.056715,LAKE WORTH,FL
33461,26.620406, -80.090703,LAKE WORTH,FL
33462,26.576183, -80.072313,LAKE WORTH,FL
33463,26.593359, -80.128273,LAKE WORTH,FL
33467,26.596362, -80.175602,LAKE WORTH,FL
33469,26.982705, -80.108162,JUPITER,FL
33470,26.729431, -80.319858,LOXAHATCHEE,FL
33471,26.884624, -81.198234,MOORE HAVEN,FL
33472,26.538362, -80.185801,BOYNTON BEACH,FL
33473,26.503801, -80.191623,BOYNTON BEACH,FL
33476,26.802148, -80.624722,PAHOKEE,FL
33477,26.918903, -80.076060,JUPITER,FL
33478,26.935070, -80.246076,JUPITER,FL
33480,26.684952, -80.037235,PALM BEACH,FL
33483,26.462605, -80.061762,DELRAY BEACH,FL
33484,26.454271, -80.134478,DELRAY BEACH,FL
33486,26.347501, -80.112571,BOCA RATON,FL
33487,26.415258, -80.088812,BOCA RATON,FL
33493,26.538819, -80.728719,SOUTH BAY,FL
33496,26.406722, -80.160556,BOCA RATON,FL
33498,26.385900, -80.219887,BOCA RATON,FL
33503,27.763831, -82.276174,BALM,FL
33510,27.955637, -82.296693,BRANDON,FL
33511,27.909778, -82.295738,BRANDON,FL
33513,28.714259, -82.194968,BUSHNELL,FL
33514,28.697882, -82.011596,CENTER HILL,FL
33521,28.798266, -82.068428,COLEMAN,FL
33523,28.419257, -82.220161,DADE CITY,FL
33525,28.341644, -82.198380,DADE CITY,FL
33527,27.973749, -82.212806,DOVER,FL
33534,27.828452, -82.379097,GIBSONTON,FL
33538,28.849949, -82.185110,LAKE PANASOFFKEE,FL
33540,28.256897, -82.133000,ZEPHYRHILLS,FL
33541,28.234002, -82.221360,ZEPHYRHILLS,FL
33542,28.235780, -82.177617,ZEPHYRHILLS,FL
33543,28.212775, -82.296369,WESLEY CHAPEL,FL
33544,28.254066, -82.366360,WESLEY CHAPEL,FL
33545,28.272580, -82.296556,WESLEY CHAPEL,FL
33547,27.789984, -82.135805,LITHIA,FL
33548,28.146279, -82.482303,LUTZ,FL
33549,28.137944, -82.446252,LUTZ,FL
33556,28.134809, -82.591459,ODESSA,FL
33558,28.165483, -82.511236,LUTZ,FL
33559,28.160954, -82.414663,LUTZ,FL
33563,28.017222, -82.124953,PLANT CITY,FL
33565,28.085906, -82.148114,PLANT CITY,FL
33566,27.977964, -82.095709,PLANT CITY,FL
33567,27.920609, -82.116772,PLANT CITY,FL
33569,27.846464, -82.288630,RIVERVIEW,FL
33570,27.690433, -82.460177,RUSKIN,FL
33572,27.760730, -82.407521,APOLLO BEACH,FL
33573,27.722860, -82.356923,SUN CITY CENTER,FL
33576,28.335741, -82.337836,SAN ANTONIO,FL
